#lD,,Make,Model,Bodywork,Operator,Chassis ID,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model,Advertisement Override,Registration Date
5758,A,,,,,,,,,,,,,,,,,,,
5759,Y,,,,,,,,,,,,,,,,,,,
5760,S,,,,,,,,,,,,,,,,,,,
5761,P,,,,,,,,,,,,,,,,,,,
5762,L,,,,,,,,,,,,,,,,,,,
5763,J,,,,,,,,,,,,,,,,,,,
5764,G,,,,,,,,,,,,,,,,,,,
5765,D,,,,,,,,,,,,,,,,,,,
5766,B,,,,,,,,,,,,,,,,,,,
5767,Z,,,,,,,,,,,,,,,,,,,
5768,X,,,,,,,,,,,,,,,,,,,
5769,T,,,,,,,,,,,,,,,,,,,
5770,M,,,,,,,,,,,,,,,,,,,
5771,K,,,,,,,,,,,,,,,,,,,
5772,H,,,,,,,,,,,,,,,,,,,
5773,E,,,,,,,,,,,,,,,,,,,
5774,C,,,,,,,,,,,,,,,,,,,
5775,A,,,,,,,,,,,,,,,,,,,
5776,Y,,,,,,,,,,,,,,,,,,,
5777,U,,,,,,,,,,,,,,,,,,,
5778,S,,,,,,,,,,,,,,,,,,,
5779,P,,,,,,,,,,,,,,,,,,,
5780,J,,,,,,,,,,,,,,,,,,,
5781,G,,,,,,,,,,,,,,,,,,,
5782,D,,,,,,,,,,,,,,,,,,,
5783,B,,,,,,,,,,,,,,,,,,,
5784,Z,,,,,,,,,,,,,,,,,,,
5785,X,,,,,,,,,,,,,,,,,,,
5786,T,,,,,,,,,,,,,,,,,,,
5787,R,,,,,,,,,,,,,,,,,,,
5788,M,,,,,,,,,,,,,,,,,,,
5789,K,,,,,,,,,,,,,,,,,,,
5790,E,,,,,,,,,,,,,,,,,,,
5791,C,,,,,,,,,,,,,,,,,,,
5792,A,,,,,,,,,,,,,,,,,,,
5793,Y,,,,,,,,,,,,,,,,,,,
5794,U,,,,,,,,,,,,,,,,,,,
5795,S,,,,,,,,,,,,,,,,,,,
5796,P,,,,,,,,,,,,,,,,,,,
5797,L,,,,,,,,,,,,,,,,,,,
5798,J,,,,,,,,,,,,,,,,,,,
5799,G,,,,,,,,,,,,,,,,,,,
5800,K,,,,,,,,,,,,,,,,,,,
5801,H,,,,,,,,,,,,,,,,,,,
5802,E,,,,,,,,,,,,,,,,,,,
5803,C,,,,,,,,,,,,,,,,,,,
5804,A,,,,,,,,,,,,,,,,,,,
5805,Y,,,,,,,,,,,,,,,,,,,
5806,U,,,,,,,,,,,,,,,,,,,
5807,S,,,,,,,,,,,,,,,,,,,
5808,P,,,,,,,,,,,,,,,,,,,
5809,L,,,,,,,,,,,,,,,,,,,
5810,G,,,,,,,,,,,,,,,,,,,
5811,D,,,,,,,,,,,,,,,,,,,
5812,B,,,,,,,,,,,,,,,,,,,
5813,Z,,,,,,,,,,,,,,,,,,,
5814,X,,,,,,,,,,,,,,,,,,,
5815,T,,,,,,,,,,,,,,,,,,,
5816,R,,,,,,,,,,,,,,,,,,,
5817,M,,,,,,,,,,,,,,,,,,,
5818,K,,,,,,,,,,,,,,,,,,,
5819,H,,,,,,,,,,,,,,,,,,,
5820,C,,,,,,,,,,,,,,,,,,,
5821,A,,,,,,,,,,,,,,,,,,,
5822,Y,,,,,,,,,,,,,,,,,,,
5823,U,,,,,,,,,,,,,,,,,,,
5824,S,,,,,,,,,,,,,,,,,,,
5825,P,,,,,,,,,,,,,,,,,,,
5826,L,,,,,,,,,,,,,,,,,,,
5827,J,,,,,,,,,,,,,,,,,,,
5828,G,,,,,,,,,,,,,,,,,,,
5829,D,,,,,,,,,,,,,,,,,,,
5830,Z,,,,,,,,,,,,,,,,,,,
5831,X,,,,,,,,,,,,,,,,,,,
5832,T,,,,,,,,,,,,,,,,,,,
5833,R,,,,,,,,,,,,,,,,,,,
5834,M,,,,,,,,,,,,,,,,,,,
5835,K,,,,,,,,,,,,,,,,,,,
5836,H,,,,,,,,,,,,,,,,,,,
5837,E,,,,,,,,,,,,,,,,,,,
5838,C,,,,,,,,,,,,,,,,,,,
5839,A,,,,,,,,,,,,,,,,,,,
5840,U,,,,,,,,,,,,,,,,,,,
5841,S,,,,,,,,,,,,,,,,,,,
5842,P,,,,,,,,,,,,,,,,,,,
5843,L,,,,,,,,,,,,,,,,,,,
5844,J,,,,,,,,,,,,,,,,,,,
5845,G,,,,,,,,,,,,,,,,,,,
5846,D,,,,,,,,,,,,,,,,,,,
5847,B,,,,,,,,,,,,,,,,,,,
5848,Z,,,,,,,,,,,,,,,,,,,
5849,X,,,,,,,,,,,,,,,,,,,
5850,R,,,,,,,,,,,,,,,,,,,
5851,M,,,,,,,,,,,,,,,,,,,
5852,K,,,,,,,,,,,,,,,,,,,
5853,H,,,,,,,,,,,,,,,,,,,
5854,E,,,,,,,,,,,,,,,,,,,
5855,C,,,,,,,,,,,,,,,,,,,
5856,A,,,,,,,,,,,,,,,,,,,
5857,Y,,,,,,,,,,,,,,,,,,,
5858,U,,,,,,,,,,,,,,,,,,,
5859,S,,,,,,,,,,,,,,,,,,,
5860,L,,,,,,,,,,,,,,,,,,,
5861,J,,,,,,,,,,,,,,,,,,,
5862,G,,,,,,,,,,,,,,,,,,,
5863,D,,,,,,,,,,,,,,,,,,,
5864,B,,,,,,,,,,,,,,,,,,,
5865,Z,,,,,,,,,,,,,,,,,,,
5866,X,,,,,,,,,,,,,,,,,,,
5867,T,,,,,,,,,,,,,,,,,,,
5868,R,,,,,,,,,,,,,,,,,,,
5869,M,,,,,,,,,,,,,,,,,,,
5870,H,,,,,,,,,,,,,,,,,,,
5871,E,,,,,,,,,,,,,,,,,,,
5872,C,,,,,,,,,,,,,,,,,,,
5873,A,,,,,,,,,,,,,,,,,,,
5874,Y,,,,,,,,,,,,,,,,,,,
5875,U,,,,,,,,,,,,,,,,,,,
5876,S,,,,,,,,,,,,,,,,,,,
5877,P,,,,,,,,,,,,,,,,,,,
5878,L,,,,,,,,,,,,,,,,,,,
5879,J,,,,,,,,,,,,,,,,,,,
5880,D,,,,,,,,,,,,,,,,,,,
5881,B,,,,,,,,,,,,,,,,,,,
5882,Z,,,,,,,,,,,,,,,,,,,
5883,X,,,,,,,,,,,,,,,,,,,
5884,T,,,,,,,,,,,,,,,,,,,
5885,R,,,,,,,,,,,,,,,,,,,
5886,M,,,,,,,,,,,,,,,,,,,
5887,K,,,,,,,,,,,,,,,,,,,
5888,H,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ0D7001979,02Oct2031,30Sep2020,SMRT Buses (Pixel) Livery,Demonstrator: Passed,,,Demo,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Ster NewCity,Masats,Denso,,02Oct2014
5889,E,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ0F7002861,01Sep2032,31Aug2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,02Sep2015
5890,A,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ8F7002865,13Oct2032,11Oct2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,14Oct2015
5891,Y,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ5F7002869,13Oct2032,11Oct2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,14Oct2015
5892,U,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ2G7003057,30Oct2032,28Oct2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,31Oct2015
5893,S,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ8G7003046,12Nov2032,10Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,13Nov2015
5894,P,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZXG7003050,24Nov2032,22Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,25Nov2015
5895,L,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ5G7003053,24Nov2032,22Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,25Nov2015
5896,J,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZXG7003047,18Nov2032,16Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,19Nov2015
5897,G,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ0G7003056,31Nov2032,29Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,#VALUE!
5898,D,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ6G7003059,31Nov2032,29Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,#VALUE!
5899,B,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ2G7003060,31Nov2032,29Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,#VALUE!
5900,E,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ6G7003062,31Nov2032,29Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,#VALUE!
5901,C,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ8G7003063,31Nov2032,29Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,#VALUE!
5902,A,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ1G7003065,31Nov2032,29Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,#VALUE!
5903,Y,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ3G7003066,31Nov2032,29Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,#VALUE!
5904,U,MAN,ND323F,MAN's Lion City DD,SMRT Buses,WMAA95ZZ7G7003068,31Nov2032,29Nov2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 2000 B,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso,,#VALUE!
5905,S,,,,,,,,,,,,,,,,,,,
5906,P,,,,,,,,,,,,,,,,,,,
5907,L,,,,,,,,,,,,,,,,,,,
5908,J,,,,,,,,,,,,,,,,,,,
5909,G,,,,,,,,,,,,,,,,,,,
5910,B,,,,,,,,,,,,,,,,,,,
5911,Z,,,,,,,,,,,,,,,,,,,
5912,X,,,,,,,,,,,,,,,,,,,
5913,T,,,,,,,,,,,,,,,,,,,
5914,R,,,,,,,,,,,,,,,,,,,
5915,M,,,,,,,,,,,,,,,,,,,
5916,K,,,,,,,,,,,,,,,,,,,
5917,H,,,,,,,,,,,,,,,,,,,
5918,E,,,,,,,,,,,,,,,,,,,
5919,C,,,,,,,,,,,,,,,,,,,
5920,Y,,,,,,,,,,,,,,,,,,,
5921,U,,,,,,,,,,,,,,,,,,,
5922,S,,,,,,,,,,,,,,,,,,,
5923,P,,,,,,,,,,,,,,,,,,,
5924,L,,,,,,,,,,,,,,,,,,,
5925,J,,,,,,,,,,,,,,,,,,,
5926,G,,,,,,,,,,,,,,,,,,,
5927,D,,,,,,,,,,,,,,,,,,,
5928,B,,,,,,,,,,,,,,,,,,,
5929,Z,,,,,,,,,,,,,,,,,,,
5930,T,,,,,,,,,,,,,,,,,,,
5931,R,,,,,,,,,,,,,,,,,,,
5932,M,,,,,,,,,,,,,,,,,,,
5933,K,,,,,,,,,,,,,,,,,,,
5934,H,,,,,,,,,,,,,,,,,,,
5935,E,,,,,,,,,,,,,,,,,,,
5936,C,,,,,,,,,,,,,,,,,,,
5937,A,,,,,,,,,,,,,,,,,,,
5938,Y,,,,,,,,,,,,,,,,,,,
5939,U,,,,,,,,,,,,,,,,,,,
5940,P,,,,,,,,,,,,,,,,,,,
5941,L,,,,,,,,,,,,,,,,,,,
5942,J,,,,,,,,,,,,,,,,,,,
5943,G,,,,,,,,,,,,,,,,,,,
5944,D,,,,,,,,,,,,,,,,,,,
5945,B,,,,,,,,,,,,,,,,,,,
5946,Z,,,,,,,,,,,,,,,,,,,
5947,X,,,,,,,,,,,,,,,,,,,
5948,T,,,,,,,,,,,,,,,,,,,
5949,R,,,,,,,,,,,,,,,,,,,
5950,K,,,,,,,,,,,,,,,,,,,
5951,H,,,,,,,,,,,,,,,,,,,
5952,E,,,,,,,,,,,,,,,,,,,
5953,C,,,,,,,,,,,,,,,,,,,
5954,A,,,,,,,,,,,,,,,,,,,
5955,Y,,,,,,,,,,,,,,,,,,,
5956,U,,,,,,,,,,,,,,,,,,,
5957,S,,,,,,,,,,,,,,,,,,,
5958,P,,,,,,,,,,,,,,,,,,,
5959,L,,,,,,,,,,,,,,,,,,,
5960,G,,,,,,,,,,,,,,,,,,,
5961,D,,,,,,,,,,,,,,,,,,,
5962,B,,,,,,,,,,,,,,,,,,,
5963,Z,,,,,,,,,,,,,,,,,,,
5964,X,,,,,,,,,,,,,,,,,,,
5965,T,,,,,,,,,,,,,,,,,,,
5966,R,,,,,,,,,,,,,,,,,,,
5967,M,,,,,,,,,,,,,,,,,,,
5968,K,,,,,,,,,,,,,,,,,,,
5969,H,,,,,,,,,,,,,,,,,,,
5970,C,,,,,,,,,,,,,,,,,,,
5971,A,,,,,,,,,,,,,,,,,,,
5972,Y,,,,,,,,,,,,,,,,,,,
5973,U,,,,,,,,,,,,,,,,,,,
5974,S,,,,,,,,,,,,,,,,,,,
5975,P,,,,,,,,,,,,,,,,,,,
5976,L,,,,,,,,,,,,,,,,,,,
5977,J,,,,,,,,,,,,,,,,,,,
5978,G,,,,,,,,,,,,,,,,,,,
5979,D,,,,,,,,,,,,,,,,,,,
5980,Z,,,,,,,,,,,,,,,,,,,
5981,X,,,,,,,,,,,,,,,,,,,
5982,T,,,,,,,,,,,,,,,,,,,
5983,R,,,,,,,,,,,,,,,,,,,
5984,M,,,,,,,,,,,,,,,,,,,
5985,K,,,,,,,,,,,,,,,,,,,
5986,H,,,,,,,,,,,,,,,,,,,
5987,E,,,,,,,,,,,,,,,,,,,
5988,C,,,,,,,,,,,,,,,,,,,
5989,A,,,,,,,,,,,,,,,,,,,
5990,U,,,,,,,,,,,,,,,,,,,
5991,S,,,,,,,,,,,,,,,,,,,
5992,P,,,,,,,,,,,,,,,,,,,
5993,L,,,,,,,,,,,,,,,,,,,
5994,J,,,,,,,,,,,,,,,,,,,
5995,G,,,,,,,,,,,,,,,,,,,
5996,D,,,,,,,,,,,,,,,,,,,
5997,B,,,,,,,,,,,,,,,,,,,
5998,Z,,,,,,,,,,,,,,,,,,,
5999,X,,,,,,,,,,,,,,,,,,,
6000,X,,,,,,,,,,,,,,,,,,,
6001,T,,,,,,,,,,,,,,,,,,,
6002,R,,,,,,,,,,,,,,,,,,,
6003,M,,,,,,,,,,,,,,,,,,,
6004,K,,,,,,,,,,,,,,,,,,,
6005,H,,,,,,,,,,,,,,,,,,,
6006,E,,,,,,,,,,,,,,,,,,,
6007,C,,,,,,,,,,,,,,,,,,,
6008,A,,,,,,,,,,,,,,,,,,,
6009,Y,,,,,,,,,,,,,,,,,,,
6010,S,,,,,,,,,,,,,,,,,,,
6011,P,,,,,,,,,,,,,,,,,,,
6012,L,,,,,,,,,,,,,,,,,,,
6013,J,,,,,,,,,,,,,,,,,,,
6014,G,,,,,,,,,,,,,,,,,,,
6015,D,,,,,,,,,,,,,,,,,,,
6016,B,,,,,,,,,,,,,,,,,,,
6017,Z,,,,,,,,,,,,,,,,,,,
6018,X,,,,,,,,,,,,,,,,,,,
6019,T,,,,,,,,,,,,,,,,,,,
6020,M,,,,,,,,,,,,,,,,,,,
6021,K,,,,,,,,,,,,,,,,,,,
6022,H,,,,,,,,,,,,,,,,,,,
6023,E,,,,,,,,,,,,,,,,,,,
6024,C,,,,,,,,,,,,,,,,,,,
6025,A,,,,,,,,,,,,,,,,,,,
6026,Y,,,,,,,,,,,,,,,,,,,
6027,U,,,,,,,,,,,,,,,,,,,
6028,S,,,,,,,,,,,,,,,,,,,
6029,P,,,,,,,,,,,,,,,,,,,
6030,J,,,,,,,,,,,,,,,,,,,
6031,G,,,,,,,,,,,,,,,,,,,
6032,D,,,,,,,,,,,,,,,,,,,
6033,B,,,,,,,,,,,,,,,,,,,
6034,Z,,,,,,,,,,,,,,,,,,,
6035,X,,,,,,,,,,,,,,,,,,,
6036,T,,,,,,,,,,,,,,,,,,,
6037,R,,,,,,,,,,,,,,,,,,,
6038,M,,,,,,,,,,,,,,,,,,,
6039,K,,,,,,,,,,,,,,,,,,,
6040,E,,,,,,,,,,,,,,,,,,,
6041,C,,,,,,,,,,,,,,,,,,,
6042,A,,,,,,,,,,,,,,,,,,,
6043,Y,,,,,,,,,,,,,,,,,,,
6044,U,,,,,,,,,,,,,,,,,,,
6045,S,,,,,,,,,,,,,,,,,,,
6046,P,,,,,,,,,,,,,,,,,,,
6047,L,,,,,,,,,,,,,,,,,,,
6048,J,,,,,,,,,,,,,,,,,,,
6049,G,,,,,,,,,,,,,,,,,,,
6050,B,,,,,,,,,,,,,,,,,,,
6051,Z,,,,,,,,,,,,,,,,,,,
6052,X,,,,,,,,,,,,,,,,,,,
6053,T,,,,,,,,,,,,,,,,,,,
6054,R,,,,,,,,,,,,,,,,,,,
6055,M,,,,,,,,,,,,,,,,,,,
6056,K,,,,,,,,,,,,,,,,,,,
6057,H,,,,,,,,,,,,,,,,,,,
6058,E,,,,,,,,,,,,,,,,,,,
6059,C,,,,,,,,,,,,,,,,,,,
6060,Y,,,,,,,,,,,,,,,,,,,
6061,U,,,,,,,,,,,,,,,,,,,
6062,S,,,,,,,,,,,,,,,,,,,
6063,P,,,,,,,,,,,,,,,,,,,
6064,L,,,,,,,,,,,,,,,,,,,
6065,J,,,,,,,,,,,,,,,,,,,
6066,G,,,,,,,,,,,,,,,,,,,
6067,D,,,,,,,,,,,,,,,,,,,
6068,B,,,,,,,,,,,,,,,,,,,
6069,Z,,,,,,,,,,,,,,,,,,,
6070,T,,,,,,,,,,,,,,,,,,,
6071,R,,,,,,,,,,,,,,,,,,,
6072,M,,,,,,,,,,,,,,,,,,,
6073,K,,,,,,,,,,,,,,,,,,,
6074,H,,,,,,,,,,,,,,,,,,,
6075,E,,,,,,,,,,,,,,,,,,,
6076,C,,,,,,,,,,,,,,,,,,,
6077,A,,,,,,,,,,,,,,,,,,,
6078,Y,,,,,,,,,,,,,,,,,,,
6079,U,,,,,,,,,,,,,,,,,,,
6080,P,,,,,,,,,,,,,,,,,,,
6081,L,,,,,,,,,,,,,,,,,,,
6082,J,,,,,,,,,,,,,,,,,,,
6083,G,,,,,,,,,,,,,,,,,,,
6084,D,,,,,,,,,,,,,,,,,,,
6085,B,,,,,,,,,,,,,,,,,,,
6086,Z,,,,,,,,,,,,,,,,,,,
6087,X,,,,,,,,,,,,,,,,,,,
6088,T,,,,,,,,,,,,,,,,,,,
6089,R,,,,,,,,,,,,,,,,,,,
6090,K,,,,,,,,,,,,,,,,,,,
6091,H,,,,,,,,,,,,,,,,,,,
6092,E,,,,,,,,,,,,,,,,,,,
6093,C,,,,,,,,,,,,,,,,,,,
6094,A,,,,,,,,,,,,,,,,,,,
6095,Y,,,,,,,,,,,,,,,,,,,
6096,U,,,,,,,,,,,,,,,,,,,
6097,S,,,,,,,,,,,,,,,,,,,
6098,P,,,,,,,,,,,,,,,,,,,
6099,L,,,,,,,,,,,,,,,,,,,
6100,R,,,,,,,,,,,,,,,,,,,
6101,M,,,,,,,,,,,,,,,,,,,
6102,K,,,,,,,,,,,,,,,,,,,
6103,H,,,,,,,,,,,,,,,,,,,
6104,E,,,,,,,,,,,,,,,,,,,
6105,C,,,,,,,,,,,,,,,,,,,
6106,A,,,,,,,,,,,,,,,,,,,
6107,Y,,,,,,,,,,,,,,,,,,,
6108,U,,,,,,,,,,,,,,,,,,,
6109,S,,,,,,,,,,,,,,,,,,,
6110,L,,,,,,,,,,,,,,,,,,,
6111,J,,,,,,,,,,,,,,,,,,,
6112,G,,,,,,,,,,,,,,,,,,,
6113,D,,,,,,,,,,,,,,,,,,,
6114,B,,,,,,,,,,,,,,,,,,,
6115,Z,,,,,,,,,,,,,,,,,,,
6116,X,,,,,,,,,,,,,,,,,,,
6117,T,,,,,,,,,,,,,,,,,,,
6118,R,,,,,,,,,,,,,,,,,,,
6119,M,,,,,,,,,,,,,,,,,,,
6120,H,,,,,,,,,,,,,,,,,,,
6121,E,,,,,,,,,,,,,,,,,,,
6122,C,,,,,,,,,,,,,,,,,,,
6123,A,,,,,,,,,,,,,,,,,,,
6124,Y,,,,,,,,,,,,,,,,,,,
6125,U,,,,,,,,,,,,,,,,,,,
6126,S,,,,,,,,,,,,,,,,,,,
6127,P,,,,,,,,,,,,,,,,,,,
6128,L,,,,,,,,,,,,,,,,,,,
6129,J,,,,,,,,,,,,,,,,,,,
6130,D,,,,,,,,,,,,,,,,,,,
6131,B,,,,,,,,,,,,,,,,,,,
6132,Z,,,,,,,,,,,,,,,,,,,
6133,X,,,,,,,,,,,,,,,,,,,
6134,T,,,,,,,,,,,,,,,,,,,
6135,R,,,,,,,,,,,,,,,,,,,
6136,M,,,,,,,,,,,,,,,,,,,
6137,K,,,,,,,,,,,,,,,,,,,
6138,H,,,,,,,,,,,,,,,,,,,
6139,E,,,,,,,,,,,,,,,,,,,
6140,A,,,,,,,,,,,,,,,,,,,
6141,Y,,,,,,,,,,,,,,,,,,,
6142,U,,,,,,,,,,,,,,,,,,,
6143,S,,,,,,,,,,,,,,,,,,,
6144,P,,,,,,,,,,,,,,,,,,,
6145,L,,,,,,,,,,,,,,,,,,,
6146,J,,,,,,,,,,,,,,,,,,,
6147,G,,,,,,,,,,,,,,,,,,,
6148,D,,,,,,,,,,,,,,,,,,,
6149,B,,,,,,,,,,,,,,,,,,,
6150,X,,,,,,,,,,,,,,,,,,,
6151,T,,,,,,,,,,,,,,,,,,,
6152,R,,,,,,,,,,,,,,,,,,,
6153,M,,,,,,,,,,,,,,,,,,,
6154,K,,,,,,,,,,,,,,,,,,,
6155,H,,,,,,,,,,,,,,,,,,,
6156,E,,,,,,,,,,,,,,,,,,,
6157,C,,,,,,,,,,,,,,,,,,,
6158,A,,,,,,,,,,,,,,,,,,,
6159,Y,,,,,,,,,,,,,,,,,,,
6160,S,,,,,,,,,,,,,,,,,,,
6161,P,,,,,,,,,,,,,,,,,,,
6162,L,,,,,,,,,,,,,,,,,,,
6163,J,,,,,,,,,,,,,,,,,,,
6164,G,,,,,,,,,,,,,,,,,,,
6165,D,,,,,,,,,,,,,,,,,,,
6166,B,,,,,,,,,,,,,,,,,,,
6167,Z,,,,,,,,,,,,,,,,,,,
6168,X,,,,,,,,,,,,,,,,,,,
6169,T,,,,,,,,,,,,,,,,,,,
6170,M,,,,,,,,,,,,,,,,,,,
6171,K,,,,,,,,,,,,,,,,,,,
6172,H,,,,,,,,,,,,,,,,,,,
6173,E,,,,,,,,,,,,,,,,,,,
6174,C,,,,,,,,,,,,,,,,,,,
6175,A,,,,,,,,,,,,,,,,,,,
6176,Y,,,,,,,,,,,,,,,,,,,
6177,U,,,,,,,,,,,,,,,,,,,
6178,S,,,,,,,,,,,,,,,,,,,
6179,P,,,,,,,,,,,,,,,,,,,
6180,J,,,,,,,,,,,,,,,,,,,
6181,G,,,,,,,,,,,,,,,,,,,
6182,D,,,,,,,,,,,,,,,,,,,
6183,B,,,,,,,,,,,,,,,,,,,
6184,Z,,,,,,,,,,,,,,,,,,,
6185,X,,,,,,,,,,,,,,,,,,,
6186,T,,,,,,,,,,,,,,,,,,,
6187,R,,,,,,,,,,,,,,,,,,,
6188,M,,,,,,,,,,,,,,,,,,,
6189,K,,,,,,,,,,,,,,,,,,,
6190,E,,,,,,,,,,,,,,,,,,,
6191,C,,,,,,,,,,,,,,,,,,,
6192,A,,,,,,,,,,,,,,,,,,,
6193,Y,,,,,,,,,,,,,,,,,,,
6194,U,,,,,,,,,,,,,,,,,,,
6195,S,,,,,,,,,,,,,,,,,,,
6196,P,,,,,,,,,,,,,,,,,,,
6197,L,,,,,,,,,,,,,,,,,,,
6198,J,,,,,,,,,,,,,,,,,,,
6199,G,,,,,,,,,,,,,,,,,,,
6200,K,,,,,,,,,,,,,,,,,,,
6201,H,,,,,,,,,,,,,,,,,,,
6202,E,,,,,,,,,,,,,,,,,,,
6203,C,,,,,,,,,,,,,,,,,,,
6204,A,,,,,,,,,,,,,,,,,,,
6205,Y,,,,,,,,,,,,,,,,,,,
6206,U,,,,,,,,,,,,,,,,,,,
6207,S,,,,,,,,,,,,,,,,,,,
6208,P,,,,,,,,,,,,,,,,,,,
6209,L,,,,,,,,,,,,,,,,,,,
6210,G,,,,,,,,,,,,,,,,,,,
6211,D,,,,,,,,,,,,,,,,,,,
6212,B,,,,,,,,,,,,,,,,,,,
6213,Z,,,,,,,,,,,,,,,,,,,
6214,X,,,,,,,,,,,,,,,,,,,
6215,T,,,,,,,,,,,,,,,,,,,
6216,R,,,,,,,,,,,,,,,,,,,
6217,M,,,,,,,,,,,,,,,,,,,
6218,K,,,,,,,,,,,,,,,,,,,
6219,H,,,,,,,,,,,,,,,,,,,
6220,C,,,,,,,,,,,,,,,,,,,
6221,A,,,,,,,,,,,,,,,,,,,
6222,Y,,,,,,,,,,,,,,,,,,,
6223,U,,,,,,,,,,,,,,,,,,,
6224,S,,,,,,,,,,,,,,,,,,,
6225,P,,,,,,,,,,,,,,,,,,,
6226,L,,,,,,,,,,,,,,,,,,,
6227,J,,,,,,,,,,,,,,,,,,,
6228,G,,,,,,,,,,,,,,,,,,,
6229,D,,,,,,,,,,,,,,,,,,,
6230,Z,,,,,,,,,,,,,,,,,,,
6231,X,,,,,,,,,,,,,,,,,,,
6232,T,,,,,,,,,,,,,,,,,,,
6233,R,,,,,,,,,,,,,,,,,,,
6234,M,,,,,,,,,,,,,,,,,,,
6235,K,,,,,,,,,,,,,,,,,,,
6236,H,,,,,,,,,,,,,,,,,,,
6237,E,,,,,,,,,,,,,,,,,,,
6238,C,,,,,,,,,,,,,,,,,,,
6239,A,,,,,,,,,,,,,,,,,,,
6240,U,,,,,,,,,,,,,,,,,,,
6241,S,,,,,,,,,,,,,,,,,,,
6242,P,,,,,,,,,,,,,,,,,,,
6243,L,,,,,,,,,,,,,,,,,,,
6244,J,,,,,,,,,,,,,,,,,,,
6245,G,,,,,,,,,,,,,,,,,,,
6246,D,,,,,,,,,,,,,,,,,,,
6247,B,,,,,,,,,,,,,,,,,,,
6248,Z,,,,,,,,,,,,,,,,,,,
