#ID,,Make,Model,Bodywork,Operator,Chassis ID,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model,Advertisement Override,Registration Date
3512,X,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P929GA174276,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3513,T,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P920GA174313,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3514,R,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P922GA174314,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3515,M,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922GA174846,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3516,K,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924GA174847,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3517,H,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926GA174848,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3518,E,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925GA174856,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3519,C,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928GA175113,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3520,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922GA175141,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3521,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928GA175144,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3522,S,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XGA175145,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3523,P,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921GA175146,30Nov2032,,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6 AP 1403 B,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,01Dec2015
3524,L,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3525,J,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3526,G,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3527,D,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3528,B,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3529,Z,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3530,T,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3531,R,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3532,M,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3533,K,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3534,H,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3535,E,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3536,C,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3537,A,Volvo,B57,NZMB Version 1,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3538,Y,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,8101809,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3539,U,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,8102097,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3540,P,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,8102098,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3541,L,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,8102159,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3542,J,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,8101880,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3543,G,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,8101922,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3544,D,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,8102211,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3545,B,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3546,Z,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3547,X,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3548,T,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3549,R,Leyland,Atlantean AN68/2R,Alexander L Flexvision,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3550,K,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10345,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3551,H,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10322,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3552,E,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10321,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3553,C,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10338,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3554,A,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10359,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3555,Y,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10347,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3556,U,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10349,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3557,S,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10348,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3558,P,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10377,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3559,L,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10534,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3560,G,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10532,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3561,D,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10497,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3562,B,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10489,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3563,Z,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10553,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3564,X,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10535,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3565,T,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10516,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3566,R,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10537,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3567,M,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10539,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3568,K,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10531,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3569,H,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10488,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3570,C,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10357,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3571,A,Leyland,Olympian,Walter Alexander R,SBS Transit,ON10538,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3572,Y,Leyland,Lynx,Walter Alexander PS,Singapore Bus Services,LX1136,24Dec2006,,,Demonstrator: Failed,,,Demo,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Unknown,NAC,,25Dec1989
3573,U,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815010,13Jun2008,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,14Jun1991
3574,S,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815011,04Jul2008,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Jul1991
3575,P,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815012,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3576,L,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815013,04Jul2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Jul1989
3577,J,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815153,04Jul2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Jul1989
3578,G,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815154,06Aug2008,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,07Aug1991
3579,D,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815155,06Aug2008,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,07Aug1991
3580,Z,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815156,06Aug2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,07Aug1989
3581,X,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815157,06Aug2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,Cool-Air,,07Aug1989
3582,T,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815158,06Aug2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,07Aug1989
3583,R,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815159,06Aug2008,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,07Aug1991
3584,M,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815160,06Aug2008,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,07Aug1991
3585,K,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815161,06Aug2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,07Aug1989
3586,H,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815275,06Aug2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,07Aug1989
3587,E,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815274,06Aug2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,07Aug1989
3588,C,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815278,04Sep2008,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1991
3589,A,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815280,04Sep2008,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1991
3590,U,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815276,04Sep2008,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1991
3591,S,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815277,04Sep2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1989
3592,P,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815282,04Sep2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1989
3593,L,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815281,04Sep2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1989
3594,J,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815279,04Sep2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1989
3595,G,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815283,04Sep2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1989
3596,D,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2BO1815491,04Sep2008,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1991
3597,B,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815493,04Sep2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1989
3598,Z,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815284,04Sep2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1989
3599,X,Scania,N113CRB,Walter Alexander PS,SBS Transit,YS4NC4X2B01815286,04Sep2006,,SBS Transit Livery,,,,,Voith DIWA 863,NA; Desto,Unknown,Overton,NAC,,05Sep1989
3600,A,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XDA161368,27Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,28Jul2013
3601,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928DA161434,24Jun2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Jun2013
3602,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921DA161436,24Jun2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Jun2013
3603,S,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA161507,24Jun2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Jun2013
3604,P,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920DA161508,24Jun2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Jun2013
3605,L,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922DA161509,27Jun2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,28Jun2013
3606,J,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA161510,27Jun2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,28Jun2013
3607,G,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920DA161511,26Jun2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,27Jun2013
3608,D,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920DA161671,26Jun2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,27Jun2013
3609,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924DA161673,11Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,12Jul2013
3610,X,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926DA161707,08Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,09Jul2013
3611,T,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928DA161708,11Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,12Jul2013
3612,R,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921DA161744,11Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,12Jul2013
3613,M,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923DA161745,11Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,12Jul2013
3614,K,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925DA161746,24Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Jul2013
3615,H,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928DA161675,11Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,12Jul2013
3616,E,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926DA161674,11Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,12Jul2013
3617,C,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924DA161706,11Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,12Jul2013
3618,A,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922DA161705,08Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,09Jul2013
3619,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927DA161747,22Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Jul2013
3620,S,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA161748,24Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Jul2013
3621,P,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922DA161672,22Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,23Jul2013
3622,L,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927DA161814,24Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Jul2013
3623,J,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929DA161815,24Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Jul2013
3624,G,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920DA161816,24Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,25Jul2013
3625,D,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922DA161817,28Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Jul2013
3626,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924DA161818,29Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,30Jul2013
3627,Z,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XDA161838,28Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Jul2013
3628,X,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920DA161850,28Jul2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,29Jul2013
3629,T,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P922DA161851,04Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,05Aug2013
3630,M,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924DA161852,04Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,05Aug2013
3631,K,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925DA161813,04Aug2030,,SBS Transit Livery,,,,3,Voith DIWA 864.5,LECIP,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,,05Aug2013
