#ID,,Make,Model,Bodywork,Operator,Chassis ID,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox,EDS model,Chair model,Door model,Air Con model,Registration Date,Advertisement Override
5036,C,Volvo,B9TL,Wright Eclipse Gemini 2,Tower Transit Singapore,YV3S4P925GA176266,25Jan2033,25Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,27Jan2016,
5037,A,Volvo,B9TL,Wright Eclipse Gemini 2,Tower Transit Singapore,YV3S4P927GA176303,25Jan2033,25Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,27Jan2016,
5038,Y,Volvo,B9TL,Wright Eclipse Gemini 2,Tower Transit Singapore,YV3S4P92XGA175954,27Jan2033,27Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,29Jan2016,
5039,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924GA176307,27Jan2033,10Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,29Jan2016,
5040,P,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928GA176309,14Feb2033,14Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,16Feb2016,
5041,L,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XGA176344,14Feb2033,14Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,16Feb2016,
5042,J,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927GA176026,14Feb2033,14Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,16Feb2016,
5043,G,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921GA176362,14Feb2033,14Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,16Feb2016,
5044,D,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P924GA176081,14Feb2033,14Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,16Feb2016,
5045,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926GA176440,14Feb2033,14Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,16Feb2016,
5046,Z,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920GA176305,24Feb2033,24Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Feb2016,
5047,X,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XGA176442,24Feb2033,24Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Feb2016,
5048,T,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921GA176474,24Feb2033,24Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Feb2016,
5049,R,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923GA176511,24Feb2033,24Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Feb2016,
5050,K,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925GA176364,24Feb2033,24Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Feb2016,
5051,H,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923GA176590,24Feb2033,24Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Feb2016,
5052,E,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927GA176592,24Feb2033,24Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Feb2016,
5053,C,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P925GA176400,13Mar2033,13Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,14Mar2016,
5054,A,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P923GA176444,13Mar2033,13Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,14Mar2016,
5055,Y,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P927GA176446,13Mar2033,13Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,14Mar2016,
5056,U,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P925GA176770,13Mar2033,13Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,14Mar2016,
5057,S,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P927GA176771,13Mar2033,13Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,14Mar2016,
5058,P,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P920GA176806,13Mar2033,13Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,14Mar2016,
5059,L,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P920GA176823,13Mar2033,13Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,14Mar2016,
5060,G,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P927GA176821,13Mar2033,13Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,14Mar2016,
5061,D,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P921GA176863,20Mar2033,20Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,21Mar2016,
5062,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923GA176864,20Mar2033,20Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,21Mar2016,
5063,Z,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P920GA176868,20Mar2033,20Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,21Mar2016,
5064,X,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XGA176862,20Mar2033,20Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,21Mar2016,
5065,T,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925GA176865,29Mar2033,29Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,30Mar2016,
5066,R,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P929GA176884,29Mar2033,29Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,30Mar2016,
5067,M,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P926GA177037,29Mar2033,29Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,30Mar2016,
5068,K,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XGA177039,29Mar2033,29Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,30Mar2016,
5069,H,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P927GA176866,25Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Apr2016,
5070,C,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P929GA176867,27Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,28Apr2016,
5071,A,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P928GA177041,25Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Apr2016,
5072,Y,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P928GA177086,25Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Apr2016,
5073,U,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P927GA177015,25Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Apr2016,
5074,S,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P923GA177013,25Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Apr2016,
5075,P,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P924GA177117,25Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Apr2016,
5076,L,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P921GA177088,25Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Apr2016,
5077,J,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P920GA177115,27Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,28Apr2016,
5078,G,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P926GA177197,25Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Apr2016,
5079,D,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P928GA177198,27Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,28Apr2016,
5080,Z,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P922GA177228,27Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,28Apr2016,
5081,X,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P924GA177229,27Apr2033,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,28Apr2016,
5082,T,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P921GA177365,22May2033,22May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,23May2016,
5083,R,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P925GA177384,22May2033,22May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,23May2016,
5084,M,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P929GA177386,22May2033,22May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,23May2016,
5085,K,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925GA177367,22May2033,22May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,23May2016,
5086,H,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923GA177402,22May2033,22May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,23May2016,
5087,E,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925GA177398,22May2033,22May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,23May2016,
5088,C,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P927GA177404,22May2033,22May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,23May2016,
5089,A,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P92XGA177400,26May2033,26May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,27May2016,
5090,U,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P925GA177630,26May2033,26May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,27May2016,
5091,S,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P928GA177914,01Jun2033,1Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,2Jun2016,
5092,P,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P924GA177635,26May2033,26May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,27May2016,
5093,L,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P92XGA177932,01Jun2033,1Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,2Jun2016,
5094,J,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P926GA177913,01Jun2033,1Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,2Jun2016,
5095,G,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P926GA177636,12Jun2033,12Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,13Jun2016,
5096,D,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P928GA177704,12Jun2033,12Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,13Jun2016,
5097,B,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P92XGA177915,12Jun2033,12Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,13Jun2016,
5098,Z,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P928GA177931,12Jun2033,12Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,13Jun2016,
5099,X,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P921GA177933,12Jun2033,12Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,13Jun2016,
5100,A,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P926GA178219,12Jun2033,12Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,13Jun2016,
5101,Y,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P922GA178220,12Jun2033,12Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,13Jun2016,
5102,U,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P922GA178234,23Jun2033,23Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,24Jun2016,
5103,S,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P924GA178235,23Jun2033,23Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,24Jun2016,
5104,P,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P928GA178481,28Jun2033,8Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,29Jun2016,
5105,L,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P92XGA178465,23Jun2033,23Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,24Jun2016,
5106,J,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P921GA178466,28Jun2033,8Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,29Jun2016,
5107,G,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P926GA178480,28Jun2033,8Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,29Jun2016,
5108,D,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P92XGA178269,21Jul2033,21Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,22Jul2016,
5109,B,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P926GA178270,21Jul2033,21Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,22Jul2016,
5110,X,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P925GA178485,21Jul2033,21Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,22Jul2016,
5111,T,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P927GA178486,21Jul2033,21Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,22Jul2016,
5112,R,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P926GA178625,21Jul2033,21Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,22Jul2016,
5113,M,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P923GA178629,21Jul2033,21Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,22Jul2016,
5114,K,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P92XGA178630,21Jul2033,21Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,22Jul2016,
5115,H,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P921GA178712,21Jul2033,21Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,22Jul2016,
5116,E,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P925GA178910,21Jul2033,21Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,22Jul2016,
5117,C,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P927GA178911,21Jul2033,21Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,22Jul2016,
5118,A,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,YV3S4P924GA178915,25Jul2033,25Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Jul2016,
5119,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P928GA178948,25Jul2033,25Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Jul2016,
5120,S,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P923GA178985,25Jul2033,25Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,26Jul2016,
5121,P,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925GA178986,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,31Aug2016,
5122,L,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,YV3S4P925GA179216,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,4,ZF Ecolife 6AP 1403 B,LECIP,Vogelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488,31Aug2016,
